There are many words that I don't understand.	On monia sanoja joita en ymmärrä.
I like candlelight.	Pidän kynttilän valosta.
What did you answer?	Mitä vastasit?
What did you answer?	Mitä sinä vastasit?
Where is the problem?	Mistä tämä johtuu?
I can only wait.	Voin vain odottaa.
It's not much of a surprise, is it?	Eipä juuri yllättänyt vai mitä?
I love you.	Minä rakastan sinua.
I love you.	Rakastan sinua.
I love you.	Rakastan sinua!
I don't like you anymore.	En enää pidä sinusta.
I don't like you anymore.	Enää en tykkää sinusta.
I don't like you anymore.	En pidä sinusta enää.
I am curious.	Olen utelias.
Congratulations!	Onnittelut!
Congratulations!	Onnitteluni!
Why don't you come visit us?	Miksi et tulisi käymään?
I shouldn't have logged off.	Ei olisi pitänyt kirjautua ulos.
I hate chemistry.	Vihaan kemiaa.
I didn't want this to happen.	En halunnut että tässä käy näin.
What other options do I have?	Mitä muita vaihtoehtoja minulla on?
I have nothing better to do.	Ei ole parempaakaan tekemistä.
I have nothing better to do.	Minulla ei ole parempaakaan tekemistä.
I can't explain it either.	Minäkään en osaa selittää sitä.
Everyone has strengths and weaknesses.	Kaikilla on heikkouksia ja vahvuuksia.
It's not something anyone can do.	Kuka tahansa ei pysty siihen.
I don't know if I still have it.	Voi olla että minulla on se yhä.
What do you think I've been doing?	Mitä luulet että olen tehnyt?
Don't underestimate my power.	Älä aliarvioi minun voimiani.
Don't underestimate my power.	Älä aliarvioi voimaani.
My mom doesn't speak English very well.	Äitini ei puhu englantia kovin hyvin.
I was wondering if you were going to show up today.	Mietin jo, että oletko tulossa tänään ollenkaan.
Therein lies the problem.	Tässä ongelma juuri piileekin.
All you can do is trust one another.	Ette voi muuta kuin luottaa toisiinne.
Everyone wants to meet you. You're famous!	Kaikki haluavat tavata sinut. Olet kuuluisa.
Why are you sorry for something you haven't done?	Miksi olet pahoillasi jostain mitä et ole tehnyt?
You're not fast enough.	Et ole tarpeeksi nopea.
Bearing can be unbearable.	Kestäminen voi olla kestämätöntä.
Bearing can be unbearable.	Sietäminen voi olla sietämätöntä.
I don't speak Japanese.	En puhu japania.
I just wanted to check my email.	Halusin vain lukea sähköpostini.
I'm so dumb... I'm trying to explain things to you that I don't understand myself.	Olen niin tyhmä... Yritän selittää sinulle asioita joita en ymmärrä itsekään.
I'm so dumb... I'm trying to explain things to you that I don't understand myself.	Olen niin tyhmä... Yritän selittää sinulle asioita, joita en itse ymmärrä.
Are you referring to me?	Minuako sinä tarkoitat?
Are you referring to me?	Viittaatko sinä nyt minuun?
Are you referring to me?	Puhutko nyt minusta?
It can't be!	Ei voi olla!
It can't be!	Mahdotonta!
Would you like something to drink?	Haluaisitteko kenties jotain juotavaa?
Would you like something to drink?	Maistuisiko juotava?
Would you like something to drink?	Miten olisi, haluatteko jotain juotavaa?
Would you like something to drink?	Haluaisitko jotain juotavaa?
"What's the matter?"" asked the little white rabbit.	1018704	”Mikä hätänä?” kysyi pieni valkoinen kani.
1508	""What's going on in the cave? I'm curious."" ""I have no idea."	"Mitä luolassa tapahtuu? Olen utelias."" ""Ei minkäänlaista käsitystä."
"The phone is ringing."" ""I'll get it."	”Puhelin soi.” ”Minä vastaan.”
Please don't cry.	Älä itke.
Class doesn't begin until eight-thirty.	Luento ei ala ennen kuin puoli yhdeksältä.
Class doesn't begin until eight-thirty.	Tunti ei ala kuin vasta puoli yhdeksältä.
A Japanese would never do such a thing.	Japanilainen ei koskaan tekisi sellaista.
A Japanese would never do such a thing.	Japanilainen ei ikinä tekisi sellaista.
Allen is a poet.	Allen on runoilija.
The archer killed the deer.	Jousimies tappoi peuran.
If you see a mistake, then please correct it.	Jos näet virheen, niin korjaathan sen.
If you see a mistake, then please correct it.	Jos huomaat virheitä, niin korjaathan ne.
The Germans are very crafty.	Saksalaiset ovat hyvin ovelia.
If you don't eat, you die.	Jos et syö, kuolet.
Why don't we go home?	Mitä jos menisimme kotiin?
When you're beginning to look like the photo in your passport, you should go on a holiday.	Kun alat näyttää passikuvaltasi, sinun pitäisi lähteä lomalle.
When you're beginning to look like the photo in your passport, you should go on a holiday.	Kun naamasi alkaa muistuttaa passikuvaasi, on aika lähteä lomalle.
Are they all the same?	Ovatko he kaikki samanlaisia?
Thank you very much!	Paljon kiitoksia.
Thank you very much!	Kiitos todella paljon!
Thank you very much!	Kiitos paljon!
Thank you very much!	Suurkiitokset!
Pull into shape after washing.	Venytä muotoonsa pesun jälkeen.
They say love is blind.	Sanotaan että rakkaus on sokea.
May I ask a question?	Saanko kysyä kysymyksen?
It's impossible for me to explain it to you.	Minun on mahdotonta selittää se sinulle.
I can't live without a TV.	En voisi elää ilman TV:tä.
I can't live without a TV.	En voi elää ilman televisiota.
We can't sleep because of the noise.	Emme voi nukkua melun vuoksi.
We can't sleep because of the noise.	Emme voi nukkua melun tähden.
"Yes, orange juice please,"" says Mike.	""Kyllä, appelsiinimehua, kiitos"", Mike 
Thank you."""" """"You're welcome."""	”Kiitos.” ”Ei kestä.”
"Thank you."" ""You're welcome."	”Kiitos.” ”Eipä kestä kiittää.”
Winter is my favorite season.	Talvi on lempivuodenaikani.
Winter is my favorite season.	Talvi on suosikkivuodenaikani.
I learned a lot from you.	Opin paljon sinulta.
We walked a lot.	Kävelimme paljon.
We walked a lot.	Me kävelimme paljon.
He's sleeping like a baby.	Hän nukkuu kuin vauva.
He's sleeping like a baby.	Hän nukkuu kuin pikkuvauva.
I want a massage. I need to relax.	Haluan hierontaa. Minun tarvitsee rentoutua.
You're sick. You have to rest.	Olet sairas. Sinun on levättävä.
He disappeared without a trace.	Hän katosi jälkiä jättämättä.
He disappeared without a trace.	Hän katosi kuin tuhka tuuleen.
The world doesn't revolve around you.	Maailma ei pyöri sinun ympärilläsi.
Are you saying my life is in danger?	Tarkoitatko, että henkeni on vaarassa?
Do you have any idea what my life is like?	Onko sinulla mitään käsitystä, millaista elämäni on?
Do you have any idea what my life is like?	Osaatko edes kuvitella, millaista elämäni on?
So what if I am gay? Is it a crime?	Mitä sitten jos olen homo? Onko se rikos?
My life is hollow without him.	Ilman häntä elämäni on tyhjää.
My life is hollow without him.	Elämälläni ei ole sisältöä ilman häntä.
My life is hollow without him.	Elämäni on tyhjää ilman häntä.
She was wearing a black hat.	Hänellä oli päässään musta hattu.
We made pancakes for breakfast.	Teimme aamiaiseksi lettuja.
We made pancakes for breakfast.	Teimme ohukaisia aamupalaksi.
I want to be more independent.	Haluan olla itsenäisempi.
I want to be more independent.	Tahdon olla itsenäisempi.
I don't want to hear any more of your complaining.	En halua enää kuunnella valitustasi.
I don't have the strength to keep trying.	Minulla ei ole voimia jatkaa yrittämistä.
I'm tired of eating fast food.	Olen kyllästynyt syömään pikaruokaa.
I can't wait to go on a vacation.	Odotan malttamattomana lomalle lähtöä.
Each person is a world.	Jokainen ihminen on koko maailma.
What famous songs do you wish you had composed, and why?	Mitä kuuluisia kappaleita toivoisit säveltäneesi ja miksi?
What famous songs do you wish you had composed, and why?	Mitä kuuluisia lauluja toivot, että olisit säveltänyt ja miksi?
I want an MP3 player!	Haluan MP3-soittimen!
Where are you?	Missä sinä olet?
You piss me off!	Sinä raivostutat minua!
No way!	Älä viitsi!
When I was your age, Pluto was a planet.	Kun minä olin sinun ikäinen, Pluto oli planeetta.
Fruits and vegetables are essential to a balanced diet.	Hedelmät ja vihannekset ovat olennainen osa tasapainoista ruokavaliota.
Good night. Sweet dreams.	Hyvää yötä. Kauniita unia.
Everyone deserves a second chance.	Kaikki ansaitsevat toisen mahdollisuuden.
I'm running out of ideas.	Minulta loppuvat ideat.
I'm running out of ideas.	Minulta alkaa loppua ideat.
When can one say that a person has alcohol issues?	Milloin voidaan sanoa, että henkilöllä on alkoholiongelma?
Check that your username and password are written correctly.	Tarkista että käyttäjänimi ja salasana ovat oikein.
Who painted this painting?	Kuka maalasi tämän taulun?
Who painted this painting?	Kuka maalasi tämän maalauksen?
The tap is running.	Hana valuu.
I am four months pregnant.	Olen neljännellä kuulla raskaana.
I've got a pacemaker.	Minulla on sydämentahdistin.
Can I pay by credit card?	Voinko maksaa luottokortilla?
I feed my cat every morning and every evening.	Syötän kissani joka aamu ja joka ilta.
I feed my cat every morning and every evening.	Ruokin kissani joka aamu ja ilta.
Could you please repeat that?	Voisitko ystävällisesti toistaa mitä sanoit?
Could you please repeat that?	Voisitko toistaa sen?
Every effort deserves a reward.	Jokainen ponnistus tarvitsee palkinnon.
It costs an arm and a leg.	Se maksaa maltaita.
I need your advice.	Tarvitsen neuvojasi.
I need your advice.	Tarvitsen neuvojanne.
I need your advice.	Tarvitsen neuvoasi.
I'm getting ready for the worst.	Alan valmistautua pahimpaan.
Little by little, you will notice improvement in your writings.	Vähitellen huomaat edistymistä kirjoituksissasi.
Take good care of yourself.	Pidä hyvää huolta itsestäsi.
Until you make peace with who you are, you'll never be content with what you have.	Ennen kuin teet sovun itsesi kanssa, et ole koskaan tyytyväinen siihen mitä sinulla on.
I think it is good that books still exist, but they do make me sleepy.	Minusta on hyvä, että kirjoja on edelleen olemassa, mutta ne tosiaan saavat minut uniseksi.
He laughs best who laughs last.	Se parhaiten nauraa, joka viimeksi nauraa.
He doesn't look his age.	Hän ei näytä ikäiseltään.
Do you like rap?	Pidätkö rapista?
Do you like rap?	Tykkäätkö räpistä?
I liked this film.	Pidin tästä elokuvasta.
I don't care.	En välitä.
I was about to go out when the phone rang.	Olin juuri menossa ulos kun puhelin soi.
Speech is silver, but silence is golden.	Puhuminen on hopeaa, mutta vaikeneminen kultaa.
I'm not convinced at all.	En ole vakuuttunut ollenkaan.
I'm not convinced at all.	En ole lainkaan vakuuttunut.
I'm going to take my car.	Aion ottaa autoni.
People will accept your idea much more readily if you tell them Benjamin Franklin said it first.	Ihmiset hyväksyvät ideasi paljon helpommin, jos kerrot heille Benjamin Franklinin sanoneen sen ensiksi.
The early bird catches the worm.	Aikainen lintu madon nappaa.
All cats are grey in the dark.	Kaikki kissat ovat harmaita pimeässä.
The world is divided into people who get things done, and people who get the credit.	Maailma on jaettu ihmisiin, jotka saavat asioita aikaan, ja ihmisiin, jotka saavat siitä kunnian.
I don't expect anything from you.	En odota sinulta mitään.
He's a good person.	Hän on hyvä ihminen.
He's a good person.	Hän on kiltti.
He's a good person.	Hän on ystävällinen.
He's a good person.	Hän on kiltti ihminen.
He's a good person.	Hän on ystävällinen ihminen.
He's a good person.	Hän on kiva.
He's a good person.	Hän on kiva ihminen.
Do as you want.	Tee niin kuin haluat.
Do as you want.	Tee niin kuin tykkäät.
Enjoy your meal!	Hyvää ruokahalua!
Make yourself at home.	Ole kuin kotonasi.
Don't listen to him, he's talking nonsense.	Älä kuuntele häntä, hän puhuu pötyä.
I'm going to take a bath.	Käyn kylvyssä.
I'm going to take a bath.	Otan kylvyn.
I'm going to take a bath.	Aion käydä kylvyssä.
I'm going to take a bath.	Aion ottaa kylvyn.
Would you like to come?	Haluaisitko tulla?
I knew he would accept.	Tiesin, että hän suostuisi.
I thought it was true.	Luulin, että se oli totta.
I went to drink a beer with friends.	Menin kaljalle kavereiden kanssa?
I went to drink a beer with friends.	Menin kaljalle kavereideni kanssa?
I ate caviar.	Söin kaviaaria.
How much is it?	Kuinka paljon se maksaa?
How much is it?	Mitä se maksaa?
I'll pay by cheque.	Maksan shekillä.
Did you leave a tip?	Jätitkö tippiä?
I'm sorry, I don't have change.	Valitettavasti minulla ei ole vaihtorahaa.
The situation is worse than we believed.	Tilanne on huonompi kuin uskoimmekaan.
The situation is worse than we believed.	Tilanne on huonompi kuin uskoimme.
They don't even know why.	He eivät edes tiedä miksi.
I want you to tell me the truth.	Haluan, että kerrot minulle totuuden.
You arrived at the moment I left.	Saavuit juuri sillä hetkellä kuin lähdin.
Who is coming with me?	Kuka tulee kanssani?
This girl changed her look.	Tämä tyttö muutti ulkonäköään.
Tell me what happened.	Kerro minulle mitä tapahtui.
Who are those guys?	Keitä ovat nuo kaverit?
I don't agree with him.	En ole samaa mieltä kuin hän.
I don't agree with him.	En ole samaa mieltä hänen kanssaan.
It seems to me that the train is late.	Minusta vaikuttaa siltä, että juna on myöhässä.
She's got a fair complexion while her brother is very dark.	Hänellä on vaalea iho, kun taas hänen veljensä on hyvin tummaihoinen.
When I was a child, I would spend hours reading alone in my room.	Kun olin lapsi, vietin tunteja lukien yksin huoneessani.
Wolves won't usually attack people.	Sudet eivät yleensä hyökkää ihmisten kimppuun.
"Can somebody help me?"" ""I will."	"Voiko joku auttaa minua?"" ""Minä autan."
You've given me your cold.	Olen saanut sinulta flunssan.
You've given me your cold.	Olet tartuttanut minuun flunssan.
You've given me your cold.	Olet tarttuttanut minuun nuhasi.
I brought you a little something.	Toin sinulle jotakin pientä.
Maria has long hair.	Marialla on pitkät hiukset.
Maria has long hair.	Marialla on pitkä tukka.
You don't have to come tomorrow.	Teidän ei tarvitse tulla huomenna.
I have to take medicine.	Minun täytyy ottaa lääkettä.
I work even on Sunday.	Teen töitä myös sunnuntaina.
It happened a long time ago.	Se tapahtui pitkän aikaa sitten.
It's been snowing all night.	On satanut lunta koko yön.
How come you know so much about Japanese history?	Miten tiedät niin paljon Japanin historiasta?
I buried my dog at the pet cemetery.	Hautasin koirani lemmikkien hautausmaalle.
I buried my dog at the pet cemetery.	Hautasin koirani lemmikkihautuumaalle.
They forgot to lock the door.	He unohtivat lukita oven.
How did your interview go?	Miten haastattelusi meni?
I have to write a letter. Do you have some paper?	Minun täytyy kirjoittaa kirje. Onko sinulla paperia?
She is mad at me.	Hän on vihainen minulle.
I can't believe my eyes.	En usko silmiäni.
I can't believe my eyes.	En voi uskoa silmiäni.
I couldn't say when exactly in my life it occurred to me that I would be a pilot someday.	En osaa sanoa milloin minulle selvisi että jonain päivänä minusta tulisi lentäjä.
An eye for an eye, a tooth for a tooth.	Silmä silmästä, hammas hampaasta.
Are you angry at what I said?	Oletko vihainen siitä mitä sanoin?
You have no sense of direction.	Sinulla ei ole suuntavaistoa.
You should pay your rent in advance.	Sinun pitäisi maksaa vuokra etukäteen.
Have you ever climbed Mt. Fuji?	Oletko koskaan kiivennyt Fuji-vuorelle?
Have you ever climbed Mt. Fuji?	Oletko ikinä kiivennyt Fujille?
Can you keep a secret?	Osaatko pitää salaisuuden?
Can you keep a secret?	Pystytkö pitämään salaisuuden?
You are tired, aren't you?	Olet väsynyt, eikö niin?
You are too sensitive to criticism.	Otat kritiikin liian tosissasi.
You can rely on him.	Voit luottaa häneen.
Just a minute.	Hetkinen.
Just a minute.	Ootas vähän.
You can depend on his help.	Voit luottaa hänen apuunsa.
You should tell him the truth.	Sinun pitäisi kertoa hänelle totuus.
You ought to ask him for advice.	Sinun pitäisi pyytää häneltä neuvoa.
I don't think you can gain his ear.	En luule että hän kuuntelee sinua.
Can you swim as fast as he?	Pystytkö uimaan yhtä nopeasti kuin hän?
Do you think he made that mistake on purpose?	Luuletko, että hän teki tuon virheen tahallaan?
What subject do you think he is interested in?	Mistä aiheesta luulet hänen olevan kiinnostunut?
You must be a fool.	Sinun täytyy olla tomppeli.
You must be a fool.	Olet varmaan hullu.
Can you ride a horse?	Osaatko ratsastaa?
Must you work on Sunday?	Täytyykö sinun tehdä töitä sunnuntaina?
You don't have to go to school on Sunday.	Sinun ei tarvitse mennä kouluun sunnuntaina.
What do you usually do on Sundays?	Mitä teet yleensä sunnuntaisin?
Do you keep a diary?	Pidätkö päiväkirjaa?
Do you keep a diary?	Kirjoitatko päiväkirjaa?
You work too hard.	Teet liian kovasti töitä.
Do you live here?	Asutko täällä?
You won't be late, will you?	Ethän sitten myöhästy.
You won't be late, will you?	Ethän myöhästy, jooko?
You must have stayed up late.	Sinä varmaankin valvoit myöhään.
You must have stayed up late.	Sinun on täytynyt valvoa myöhään.
You must be back on Sunday at the latest.	Sinun täytyy tulla takaisin viimeistään sunnuntaina.
Who are you waiting for?	Ketä sinä odotat?
Are you meeting someone here?	Tapaatko täällä jonkun?
You look very pale.	Olet todella kalpea.
I'm proud of you.	Olen ylpeä sinusta.
What do you want to be when you grow up?	Mikä haluat olla isona?
You look bored.	Näytät ikävystyneeltä.
You may have read this book already.	Olet jo saattanut lukea tämän kirjan.
Can you throw a fastball?	Osaatko heittää laakasyötön?
You look as healthy as ever.	Näytät yhtä terveeltä kuin aina.
You look as healthy as ever.	Sinä se aina näytät yhtä terveeltä.
You should have locked, or at least closed, all the doors.	Sinun olisi pitänyt lukita, tai ainakin sulkea, kaikki ovet.
Are you for the war or against it?	Oletko sodan puolesta vai vastaan?
You should follow your teacher's advice.	Sinun pitäisi noudattaa opettajasi neuvoa.
Can you eat raw oysters?	Pystytkö syömään raakoja ostereita?
You seem to be an honest man.	Vaikutat rehelliseltä mieheltä.
You seem to be an honest man.	Vaikutat olevan rehellinen mies.
You were kind to help me.	Olit kiltti kun autoit minua.
Do you believe in God?	Uskotko jumalaan?
It's time for you to buy a new car.	Sinun on aika ostaa uusi auto.
It's time for you to buy a new car.	Sinun on tullut aika ostaa uusi auto.
I think you'd better go on a diet.	Minusta sinun olisi parempi alkaa dieetille.
Are you in jest or in earnest?	Pilailetko vai oletko tosissasi?
Are you in jest or in earnest?	Vitsailetko vai oletko vakavissasi?
I think you'd better take a rest; you look ill.	Minusta sinun pitäisi levätä. Näytät sairaalta.
You should give up drinking.	Sinun pitäisi lopettaa juominen.
You should get your car fixed.	Sinun pitäisi korjauttaa autosi.
Can you drive a car?	Osaatko ajaa autoa?
Do you know how to use a dictionary?	Osaatko käyttää sanakirjaa?
Are you sure of your facts?	Oletko varma tiedoistasi?
You must control yourself.	Sinun täytyy hillitä itsesi.
You ought to see a dentist.	Sinun pitäisi mennä hammaslääkäriin.
You ought to see a dentist.	Sinun pitäisi käydä hammaslääkärissä.
Do you take me for a fool?	Pidätkö minua pöhkönä?
You may use my new car.	Voit käyttää uutta autoani.
You lied to me, didn't you?	Sinä valehtelit minulle, etkö valehdellutkin?
You don't know how worried I am.	Sinä et tiedä, kuinka huolestunut minä olen.
You were late for work.	Olit myöhässä töistä.
You are guilty of murder.	Olet syyllistynyt murhaan.
Why were you absent yesterday?	Miksi olit poissa eilen?
You look happy today.	Näytät tänään iloiselta.
You look pale today.	Näytät kalpealta tänään.
You look very charming today.	Näytät todella hurmaavalta tänään.
You're coming with us now.	Sinä tulet nyt mukaamme.
You have to go.	Sinun täytyy mennä.
You'd better not go.	Sinun on parempi jättää menemättä.
Are you happy?	Oletko onnellinen?
You made a wise choice.	Teit viisaan valinnan.
You did an excellent job.	Teit erinomaista työtä.
You have to turn in the reports on Monday.	Sinun täytyy jättää raportit maanantaina.
You had better leave there on Monday.	Sinun kannattaa lähteä sieltä maanantaina.
You had better call off your plan.	Sinun pitäisi keskeyttää suunnitelmasi.
You are wearing your socks inside out.	Sukkasi ovat nurin päin.
You need not take off your shoes.	Sinun ei tarvitse ottaa pois kenkiäsi.
I suppose you're hungry.	Oletan, että olet nälkäinen.
I suppose you're hungry.	Oletan, että sinulla on nälkä.
You needn't have hurried to the airport.	Sinun ei olisi tarvinnut kiiruhtaa lentokentälle.
Have you ever been to Kyushu?	Oletko koskaan ollut Kyuushuulla?
You'd better hurry up.	Sinun on parempi pitää kiirettä.
You look pale.	Näytät kalpealta.
I think that you're wrong.	Minusta sinä olet väärässä.
I think that you're wrong.	Minun mielestäni sinä olet väärässä.
You've done a perfect job.	Olet tehnyt täydellistä työtä.
Indeed you know a lot of things, but you're not good at teaching them.	Tiedät paljon asioita kyllä, mutta et ole hyvä niiden opettamisessa.
Would you like to go abroad?	Haluaisitko mennä ulkomaille?
Would you like to go abroad?	Haluaisitko käydä ulkomailla?
Do you plan to go abroad?	Suunnitteletko käyväsi ulkomailla?
Do you plan to go abroad?	Suunnitteletko meneväsi ulkomaille?
Will you stay at home?	Aiotko jäädä kotiin?
Will you stay at home?	Aiotko pysyä kotona?
What grade are you in?	Monennella luokalla olet?
What grade are you in?	Millä luokalla olet?
How many books do you have?	Montako kirjaa sinulla on?
How many books do you have?	Kuinka monta kirjaa sinulla on?
What are you looking for?	Mitä sinä etsit?
What are you looking at?	Mitä sinä katsot?
What are you looking at?	Mitä sinä oikein katsot?
What do you intend to do?	Mitä sinä aiot tehdä?
What do you intend to do?	Mitä sä aiot tehä?
What do you intend to do?	Mitä aiot tehdä?
What woke you up?	Mikä herätti sinut?
What do you want now?	Mitä te haluatte tietää?
Do you belong to any clubs?	Kuulutko mihinkään kerhoon?
Do you belong to any clubs?	Oletko minkään kerhon jäsen?
Do you belong to any clubs?	Kuulutteko mihinkään kerhoihin?
Do you belong to any clubs?	Oletteko minkään kerhojen jäseniä?
Do you study English?	Opiskeletko englantia?
You can swim, can't you?	Osaat uida, eikö niin?
You can swim, can't you?	Osaat uida, vai kuinka?
Can you swim?	Osaatko uida?
Can you swim?	Osaatko sinä uida?
What are you driving at?	Mitä sinä vihjailet?
